Date,AAPL,ADBE,AIG,AMD,AMZN,BAC,CRM,CVX,GOOGL,GS,JPM,MA,META,MS,MSFT,NVDA,ORCL,PYPL,V,XOM,ABBV,BA,CAT,CMS,COP,COST,DIS,DUK,HON,JNJ,KO,NEE,NFLX,PEP,PFE,PG,T,UNH,UPS,WMT
2019-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-03,-0.09960735373603424,-0.03949775164397018,-0.02195850933723975,-0.09453004215919159,-0.025241497784936007,-0.01602554919482302,-0.037993406342476055,-0.019152513069451205,-0.027695730113284522,-0.014648483926608336,-0.014211569428373538,-0.04511445975886408,-0.02903880042434548,-0.017821759964656625,-0.03678802418548455,-0.06041713479641686,-0.009730011506888236,-0.04268216948519776,-0.03603667829056867,-0.015353575107995288,-0.0329485797247957,-0.039869093911210296,-0.03853445199103467,0.0018629971459547257,-0.018933288126447123,-0.02119525619784013,-0.02422689816644874,-0.00035418075018212036,-0.013350501560456696,-0.01589043943542867,-0.006179770402625406,-0.0024732369973480273,0.013225737191366216,-0.009333886702868055,-0.027977032495769882,-0.007011416759726163,0.0013544498756317136,-0.027270141756787547,-0.028392067630385376,-0.005142447904691094
2019-01-04,0.042689178173872744,0.048632385913668585,0.03690358991651177,0.11436955133117288,0.05006399867375011,0.04153097720044863,0.057975777805289175,0.020724325443457925,0.051293625721061,0.03268245429449124,0.03686532282270516,0.047356222529232994,0.04713845352848156,0.04082663703259448,0.046509324207790304,0.06406744497474626,0.04309936603703002,0.0509197440105833,0.043081068131342715,0.03686968677210056,0.032216680932253716,0.052042330565104544,0.05464555715025643,0.009297467390273262,0.025249124910587728,0.0290393371607498,0.030847420705905737,0.008267327730659746,0.03498135275855141,0.016783193382510442,0.019940417635738505,0.018416821557153185,0.0972344781949337,0.020506082854744312,0.022835298488844913,0.020410643491046043,0.025692996791544687,0.011695273116819838,0.034833223818308,0.006245982032473396
2019-01-07,-0.0022255617637579883,0.013572624927244314,0.005723906965509951,0.08263156288548523,0.03435341415874271,-0.0007818964445416299,0.03087834057132932,0.012993816648014578,-0.0019943192637189577,0.005541318359518765,0.0006951846659051242,0.007693969085290631,0.0007249505160180636,0.009927533592585469,0.0012752130799096317,0.05294068573699007,0.01584232894193205,0.007650510998936433,0.018031933801455624,0.005200319468723791,0.014595207451258085,0.0031491945438286706,0.0006241894521403779,-0.005117212370699731,-0.0043921449723421935,0.003684715056335719,0.008667031989537666,-0.00421681308780264,0.005571126738862731,-0.006414787936684263,-0.013033579679048501,-0.0014491697400658143,0.059717055787495754,-0.008598534386825452,0.005348943551475083,-0.004000879106098476,0.01812786276462508,0.0019197189237356582,-0.0033764301684193754,0.01177205835225581
2019-01-08,0.019062883485424287,0.014917553218572355,0.003959559941953517,0.008750622646876982,0.01661235994563981,-0.0019561813238138104,0.02460973957389112,-0.004364937603855035,0.008783225487986712,-0.003692741718554826,-0.0018856586777976636,0.007281534370433551,0.032451958457211605,-0.006233342661500663,0.007250629551806664,-0.024895340585493808,0.009062525245856934,0.02036116558588108,0.005438816360695542,0.007270609334153022,0.004647773457608029,0.037853278666085455,0.012009598640959629,0.015020158889624824,0.013392117358391964,0.007488022557703644,0.007778691041959052,0.012586863802384052,-0.0020687461382550287,0.023226642066819014,0.011288724672589012,0.007313770830770228,0.01563391971570871,0.009586175705228461,0.004626335502602608,0.003691065984829489,0.012625336199390436,0.013370386610542573,0.00010309059444302271,0.006981377461494631
2019-01-09,0.0169818456318791,0.011818807317188984,0.014542272223757813,-0.02698792606951239,0.0017143547179709895,0.009799898219631675,0.0018528898754492928,0.013420686244480118,-0.003427386112810127,0.006271789253487148,-0.0016903068489186879,0.018150690347194187,0.011927275382030533,0.006996157277914694,0.014299750509871645,0.019666745509651085,-0.002088731178369496,0.00958289693867842,0.011769378189399493,0.005274798108384049,-0.03282285556034348,0.009690604719300167,0.003853155603234848,-0.009527517179771516,0.03311542946019164,0.006472934537685715,0.011218646402145316,-0.01475357551128642,0.004663827453337488,-0.007925685400139937,-0.019166066632153922,-0.004321995153552027,-0.0009679375812768898,-0.027943379739956087,-0.0020723880546967832,-0.01633158579611471,-0.01649297188038379,0.0014387429679236785,0.005131811253041629,-0.0032565590934935384
2019-01-10,0.003196130204369041,0.009939309643959504,0.006316917716730153,-0.0222882987140276,-0.0019284287379283116,-0.0011645608780629368,0.007192108107142436,0.001588897172627446,-0.00260716818255724,-0.00266302403205787,-9.981156729554908e-05,0.006027594074070608,-0.00020789812223598325,-0.0019163865896139054,-0.006425581294694727,0.0185861889800385,0.0008371696902713666,0.012841850009440048,0.0018781285433577821,-0.005108976242347629,0.004441498041185543,0.02553595769866268,0.02064923545020081,0.019647948504387447,0.022423116254837394,0.0035258665567698966,0.0011539343307234162,0.005423483454210842,0.014957173949083247,0.006050293570595278,0.010736495684894765,0.015047265736583215,0.014689314573565815,0.006140027374106127,-0.0237654933691962,0.0024188560610691745,0.009966820948890343,0.005048190181928813,0.01011056786645681,0.0007379410590835356
2019-01-11,-0.00981792838460016,-0.0009252690278418463,0.005794346638621661,0.026849072583119193,-0.009455231305329326,0.011659541805509877,0.003468660388937117,-0.00802125755805183,-0.013310781264793237,0.005284218654097561,-0.004781386196384796,-0.005331489942004164,-0.0027739034883123015,0.0019200661786897832,-0.007722188732199542,0.024788288402070258,0.009828605091614318,-0.0005512399462556106,-0.004398680511863762,-0.004580019738185226,0.0012469508614014746,0.0008224595405841306,-0.006467982682009876,-0.0018067222150731643,-0.022814404334826066,-0.0006174444822338865,-0.0013297705199648568,-0.007739830186670238,-0.0028311735209661792,0.0003080472511904908,0.0057364599744389455,0.0018247654950993564,0.03982625772741755,9.2569431297429e-05,0.013471760182141024,0.006581416728108858,0.01546054435370503,0.011434686656297988,-0.010109953626857404,-0.00126383072553371
2019-01-14,-0.01503692086022268,-0.01258684678910571,0.008161534657041614,-0.0019734047668471533,-0.014232985793521946,0.01306218571186557,-0.010166126797532815,-0.007286140493218518,-0.012175052754633153,0.010117160471544429,0.010309420975626038,-0.002399426010099792,0.011056899777778684,0.017728799475225765,-0.007295478885760542,0.010817697103445933,-0.00227825629852374,-0.0024268104874682894,-0.006953105690632455,-0.0012549859850569112,-0.02842719892478529,-0.007197504141401634,-0.0022711426115094024,-0.007440143251634335,-0.011748579129148506,-0.0071729086816568755,-0.0020417153067133764,-0.01122807691277039,0.0018200866981816777,-0.011329535760509546,-0.004013510900969464,-0.02549652335829089,-0.013774109663820977,-0.007766220957806658,-0.011893393623986337,-0.006756131505154639,-0.008098340614797861,0.001574775029637765,0.012562254086455837,0.0011597141205499373
2019-01-15,0.020466637798347564,0.03325376506200439,0.010714282170765532,0.007414711909266458,0.035462313843586335,0.006825641969826712,0.021499545582907453,0.0035802806797715636,0.033285545978157804,0.0066583126173203055,0.007330999522949355,0.0055779947029619414,0.02448584666248954,0.009416377962586209,0.029005513887208956,-0.0037887350590188884,0.008127015788186087,0.01293805365161571,0.0017504474689153948,0.0005582980570315588,0.0087306872665045,0.005365886497606276,-0.008421745399033176,0.017423112410918318,0.006401370716286214,0.009713079388210755,-0.005870923430371322,0.017690248276909015,0.0011622988168287218,0.008419146255672416,0.008907583566299282,0.020381641535485384,0.06517697084106433,0.015560908335730428,0.008496525039356051,0.009434863361149404,-0.0006530874711931922,0.03551561221117505,-0.01593700514699281,0.013691478683593772
