Date,AAPL,ADBE,AIG,AMD,AMZN,BAC,CRM,CVX,GOOGL,GS,JPM,MA,META,MS,MSFT,NVDA,ORCL,PYPL,V,XOM,ABBV,BA,CAT,CMS,COP,COST,DIS,DUK,HON,JNJ,KO,NEE,NFLX,PEP,PFE,PG,T,UNH,UPS,WMT
2020-06-22,135445200,3156300,3955700,44704800,64176000,55484300,6252200,5939200,29442000,1806900,16216900,3489200,18917800,11657400,32818900,398468000,16705900,7793800,6674500,17565400,6004300,53901500,2806300,1803400,5009100,2094400,12868000,3878700,2559407,5285600,20876200,7190800,62721000,3379900,23332503,5695600,39136646,2174100,4385700,27338400
2020-06-23,212155600,3065900,3322900,48089000,84634000,46108300,6950800,6317700,37752000,2451800,15381400,3801500,24017900,9672600,30917400,375108000,18695000,7693900,9866800,18916600,6715600,50281300,2357100,1470400,4962200,2409600,10187600,3771600,2336740,5921600,14675300,9306000,59484000,3625600,37690408,5340400,51520812,4023400,5565900,19727700
2020-06-24,192623200,3329400,5960500,53535500,90532000,75437100,4903100,8974500,31592000,2756700,22919800,5086000,20834900,12806200,36740600,449372000,18287400,8931800,9453100,27626900,9025100,56534800,3766500,2007900,7137200,2398100,22252500,3675900,3410520,8211200,17631800,6901200,48262000,4853500,30817695,6547800,86849104,3399900,5471300,20614800
2020-06-25,137522400,2275200,5781000,51129600,59374000,65031900,4022400,7398000,23958000,3466500,25743600,3294800,18704300,15014300,27803900,376072000,16008700,6650700,9936600,19353600,6411700,57335700,2903400,1446400,5981000,2274300,17240400,3984800,4065876,7421200,13829700,7824800,41345000,4442000,27418651,5489300,48420401,3112500,2987000,20569800
2020-06-26,205256800,3829700,8006500,65485700,130016000,118139200,7595700,13766000,97640000,9530700,41896300,4922500,76343900,20082500,54675800,592084000,17969400,8158700,11836000,31518600,14568400,50644400,3645800,2430800,8399400,2866000,15270900,5321500,10374913,12849700,21955100,10107200,68047000,7372700,42153992,23201700,101387551,5043200,5489000,26991600
2020-06-29,130646000,2623900,5484900,49905800,84468000,66269200,3972100,7022200,45074000,3736000,18499700,3642200,58514300,9380800,26701600,342248000,14366900,5423700,8020400,17052100,6676400,78499900,2798700,1766100,5764800,1841700,12584300,2953700,3005855,5309800,17603900,5793200,48440000,4173900,23956261,6866900,49695678,2356700,3395200,16511400
2020-06-30,140223200,2944700,4660800,42275700,75394000,61716200,4478900,8263600,40286000,3102800,19137000,4283500,33927100,11894300,34310300,367892000,18885900,6831900,9040100,22153600,8112500,65493100,2778800,3315200,6313900,2391700,10565900,4890000,3731015,7738300,23679800,9532400,41985000,4626700,25451676,7818000,57979814,2932900,3954900,20509200
2020-07-01,110737200,2581700,6984500,32370900,127268000,57379900,4754600,6379400,42182000,2620100,18755700,3801300,43399700,11363800,32061200,326648000,17856800,6869600,6394100,17290100,6522900,49036700,2807800,1959000,5600000,1906100,11930900,2835800,2639936,6174800,14316500,6024400,97059000,3633000,73503009,6501200,41007987,2303800,8982100,19733700
2020-07-02,114041600,2503000,7866800,29081400,131868000,56000200,4200300,5832800,57218000,2699400,27845600,3290100,30633600,7488800,29315800,364056000,15478900,5943600,6299300,18216600,6158800,41792300,2527500,1634500,4775000,2540500,10312000,2819700,2790674,5152200,15111900,5981200,63515000,2769200,45270881,6150900,49947900,1971700,3442900,17695800
2020-07-06,118655600,2761200,6132400,36769400,137612000,59589000,5794200,6747500,44712000,3567700,18625300,3013300,26206200,10649600,31897600,315892000,15309700,8348300,7292200,22692000,7039000,49471700,2491900,1662000,5825100,2332400,11933400,5997800,2363954,6156400,15146000,6256800,78390000,4221600,27150935,6023300,44639852,2395000,3445900,21695100
2020-07-07,112424400,2684600,7413100,32153100,105150000,60645800,5431500,5898000,42364000,2853500,25757200,3633100,27887800,8750700,33600700,357800000,13232100,5529400,7660100,17407600,6345600,37105300,2018100,2145500,5995100,3346600,10836500,4129600,2652582,5622600,13043600,6017200,56699000,4424500,25148018,6866300,36422181,2075700,2194700,93458100
2020-07-08,117092000,1999200,7727600,35608300,100752000,52922600,4233700,6736400,31766000,2789700,18762200,4115000,29791300,12322200,33600000,365480000,12582200,7233500,8368000,18291400,6154400,38116200,2279500,1820300,4896800,2364500,13629500,3434200,3629646,6257400,13851200,9633600,56917000,3798200,24256545,6494100,51547292,1987400,3051600,52217100
2020-07-09,125642800,2269800,7357000,87216300,127774000,79385900,6062800,8833600,41836000,3160100,25600800,5042800,22174900,9119900,33121700,494548000,15692600,6340000,8548200,25882000,5817300,33514500,2663500,2639100,9189500,5313600,13582900,3457400,3204141,5738600,16087100,6818800,58405000,4005200,20363702,5341000,52120187,3061700,2366200,42771600
2020-07-10,90257200,3676200,7443500,59839700,109720000,81142900,3783200,6218100,35918000,4414800,28954200,3030900,22982700,13386000,26177600,497676000,12615800,7583200,7674200,18951000,6202500,40955600,2691400,1921900,9218300,2484100,14207900,2545700,2352118,4282400,15627800,10079200,216056000,5932800,24459019,6752600,48846464,2391600,2281800,44236800
2020-07-13,191649200,3480700,6132200,57741800,154408000,73598100,5555400,7074000,42954000,4449600,32079200,4853700,24674900,14904000,38135600,457076000,15965600,10234800,8564100,20028300,8507400,43364700,3708400,1818200,5887000,2583200,15620200,2205100,2615858,6951900,16705300,9600800,183990000,8960000,56569129,7681500,54274864,4263300,2301700,42338400
2020-07-14,170989200,5666700,5494600,54890100,144638000,67423100,5854700,7440500,38108000,5202000,42731700,4795900,23378100,16075600,37591800,542676000,15510300,10624500,8003900,21444100,6765600,39256200,6540800,2132300,4953500,1844800,12425100,4218200,2680706,7447100,17080100,12154400,150833000,6766800,32854129,6272100,40519034,4234900,2538000,26455800
2020-07-15,153198000,2566200,6813400,42360300,115778000,57384400,7681800,5935200,31026000,12516700,22508400,5257300,19133600,17424200,32179400,403984000,10570800,6659700,7681100,17332400,5661600,48044800,4915200,1570500,5777100,1770700,15314200,4501700,3019411,8512800,23738000,8444800,100667000,5561300,26294454,8145000,40985612,5116900,4841800,31731300
2020-07-16,110577600,2677700,6855100,36887100,127884000,78067100,7350000,4795700,26484000,5769600,16886900,3312100,18880700,25026800,29940700,344964000,8779300,6630600,5064000,14673700,4269200,35050000,3621500,1580900,4655700,1402000,10210100,2874300,3740727,9304700,13306100,10142000,244990000,3788100,18421812,3959300,43674920,3844500,2528200,17676600
2020-07-17,92186800,2568200,4333400,34710400,95226000,66659100,4324300,5964000,34264000,3614300,16137700,3169800,18152400,16263800,31635300,266284000,14344800,7354000,6395000,17958900,6890900,26170500,2458200,2256300,6699300,1768100,9843500,4603000,4943494,7441100,13899800,12461600,249914000,3229300,23347365,4868600,30634712,3016500,2782400,18189600
2020-07-20,90318000,3512500,4364400,45034300,151964000,61114000,5729000,14974800,30166000,2268700,14458100,5279400,20872200,10423600,36884800,284852000,11469300,6025000,6985300,18553900,4823300,25294300,2478000,1086900,6407600,1863300,8947900,3271400,4933074,6191500,16633200,6368800,119403000,3620300,36815693,4242100,42896938,2375500,2365900,18342600
2020-07-21,103433200,2027600,4618400,44741000,122426000,75499300,5376800,15115000,27486000,3393500,17798100,3562100,19364200,11951200,37990400,277036000,11875100,5698400,7218700,28821800,8239000,40740500,3221100,2258400,7950900,1874200,8946300,3892800,2421922,5575900,25681500,5958400,91137000,5435400,23588520,5162300,45341572,2340200,2054400,21712500
2020-07-22,89001600,1400300,5729500,135159400,82084000,52193700,2833000,10317500,24482000,4978400,14271200,3303100,15427900,13604000,49605700,367292000,13842400,4669000,6823400,21345400,4441800,29790300,2156800,2537800,5158400,1312600,7063300,3763300,1819578,5910200,29831200,6368000,69541000,3522300,90705554,5929200,40393519,1935800,3508200,16164600
2020-07-23,197004400,2313900,4965000,106829100,113138000,61047600,3639500,6586300,33910000,4088600,12870200,3118500,21771800,13527000,67457000,411660000,12576000,6999600,6106700,17934400,5127200,29587200,1613700,1640800,5953500,1561700,7255800,2373100,2656224,6566300,15935000,8150000,77220000,5011400,59639536,6664800,68190502,2367700,2349200,16796400
2020-07-24,185438800,1900800,3960900,205314500,112648000,50217600,3908400,6620500,29902000,3191500,12744200,2500300,18325800,6860800,39827000,473292000,8939700,6256100,7160300,16415300,5169400,28548000,2036300,1595900,5202600,1423400,8233300,2953100,4419250,5405900,16196800,7716000,77462000,3300000,33870501,6014200,51274813,2415700,2539000,13037400
2020-07-27,121214000,1622000,5143600,107918100,83410000,54721300,3015700,7599700,27124000,2601200,11959100,2311600,13163100,12087100,30160900,292132000,10319600,6868800,5604700,18547900,5030700,30243800,2506900,1123100,5312400,2083300,9413000,4198700,3417703,5675200,17346500,8909200,78631000,3607700,27640307,6464600,44346850,2060500,4446000,14045700
2020-07-28,103625600,1463400,5220700,94181400,62534000,48406500,3114200,6787300,30910000,2139600,11754300,2116300,14170100,7287900,23251400,271636000,13030100,6125700,6897300,19190500,5941800,25349100,2029900,1274800,6188300,1374000,6821100,4851400,3949737,4842200,13872700,6547600,59867000,3787500,56393954,7644400,49871240,2257400,2497600,14414100
2020-07-29,90329200,1489300,10100400,132969700,59482000,71393500,3747800,6386900,22676000,2635000,12743500,3542400,13588300,8074300,19632600,284508000,7242700,15436600,9471300,14143200,5512000,51709600,2338300,1108400,6305200,1341300,9496500,2501600,3350124,4489100,13758100,5381600,66118000,3179000,37033660,6702000,40350092,2672700,6769600,14223300
2020-07-30,158130000,1449000,7075800,80286900,122566000,61755900,3587400,10112800,36042000,3057900,14834800,3941600,20615300,9410100,25079600,308880000,7633200,16803600,10499400,29901100,6411500,29140000,3063500,887300,13421000,1390300,9713500,2828600,2781164,5922500,17276500,4235200,66086000,2817600,32273796,10400700,35281820,2205300,30970900,13788300
2020-07-31,374336800,2034000,6244600,71621600,161710000,61955800,3734000,19119800,91468000,2399700,14535000,4684400,53005100,9669900,51044000,386080000,9355800,10863400,14180800,32116200,14613000,30263100,6780900,1409700,7719900,2149900,9601000,3292100,4108568,8259600,14849200,8030400,59163000,4304100,28472124,8487000,51205965,3913500,7429900,21631500
2020-08-03,308151200,2075200,5834900,42628800,101494000,58284000,6557500,11220100,45482000,2294600,12962800,3907800,23124900,9912400,78983000,412720000,9164900,7958700,11405200,23033600,6919000,38520500,2851100,1339100,8064700,2480200,10229200,2552200,2129956,4078700,14137500,8624400,58731000,2819200,31036400,7769400,51608461,2628500,4317200,14971500
2020-08-04,173071600,2622600,17448400,155676100,93886000,37985300,4480300,9077900,37212000,1944700,13366200,3409200,17183500,6445200,49280100,310336000,6364300,5771600,8204000,17724000,7865100,30853500,2301800,1714200,5808100,3933300,17293900,3234500,3114204,4162200,11717200,9142400,56080000,2553500,29448549,7773700,45074786,3594900,4841700,18219600
2020-08-05,121776800,2353100,7344800,65642600,78330000,51322600,3559100,7324200,29134000,2232400,15260900,5677200,13050100,6636100,28806400,249924000,6629000,7565800,8876800,17175100,6918900,46189200,2767800,1458100,7315000,2923700,53000200,2861400,4144988,5467500,10498700,6381600,43082000,2924000,24292697,5680000,30387521,2982200,3939300,25483500
2020-08-06,202428800,2362000,9162800,53961700,78812000,51999700,5113300,7035600,33306000,1882400,10482100,4839800,45241600,5701100,32656800,244316000,8169600,5821400,7480300,14434900,7269300,32921600,2446400,1696200,6588700,2104300,27238000,3036300,2531890,4837900,10745000,4588000,37259000,2692900,20922111,3974100,29007119,3305300,2420900,14496300
2020-08-07,198045600,3289700,6015200,66543200,78722000,63354500,5423400,7185000,27718000,3075000,14743700,3662500,72766400,6225900,27820400,342516000,8772300,6525300,5654000,18757900,5226600,19318000,2223700,1935900,4445300,1759000,16088600,4289500,2549594,3635100,11669700,4368800,59103000,3692100,23097251,4934900,40278860,2600800,10074200,16558500
2020-08-10,212403600,1836800,4596400,70536100,63346000,64051100,5528200,8150200,20546000,2432800,14989900,3752100,30248800,6518300,36716500,427796000,10046900,8792200,5525400,24367800,7623600,35857700,5181600,1135100,5612600,1503800,8529200,4323300,2892144,4096600,11888000,7240000,46912000,3052000,19964552,5812700,47021066,2563600,7396400,17683200
2020-08-11,187902400,1900200,6370800,77877700,74362000,81441000,5015400,9074300,31098000,4042700,31518600,5273300,28238300,11792600,36446500,354512000,8075100,9155300,11549600,28987500,7208400,61036600,4206000,1450300,7975900,2065600,13885700,4546200,3817715,6388400,16531600,6825200,73292000,3301200,21326847,5329900,41026656,3018200,6071900,25360200
2020-08-12,165598000,2223700,6704000,88513700,70442000,61971300,3980300,9057400,22512000,2439400,19240800,3125900,21415700,8949400,28013100,464412000,9068200,7936600,5432500,22503200,7705600,40674400,2541200,2034600,11822500,1853900,12204200,3397100,2700535,5257300,9562200,6124400,54392000,4424600,19957595,5920400,28046160,2915800,4247200,19094400
2020-08-13,210082000,2028000,6252100,57407400,62980000,55955500,4711600,7314600,22388000,2219900,13598600,2526700,17374000,5728700,22588900,374460000,8260300,10082400,7014800,17338700,6004200,22958800,2939900,1430600,8286400,1536500,6468600,3219200,2604932,5155500,9882900,3680000,30089000,2393500,15340021,4989500,32958464,2159500,2848200,19867200
2020-08-14,165565200,1111000,4862800,42389500,55034000,50931900,2833000,6343000,21942000,2287600,12134400,1444900,14792700,5782300,17958900,366436000,5454400,4848000,5014400,13595700,5488100,32414100,2038500,1097700,3349800,1522900,6507600,2016100,2877879,4240200,10075800,4912800,29435000,2461700,12901276,5845200,29853155,1787200,3479000,20106300
2020-08-17,119561600,1555700,5643400,31450200,53824000,57518700,3574500,10473800,19990000,3922600,14988000,2904100,13351100,7333000,20184800,621300000,9523700,6279300,6256200,15554600,7251400,23352100,2284000,1766600,6089300,1504700,7492200,3849500,2850058,4306900,9102400,4801200,24235000,2862500,17494187,5603800,33125686,2772500,2408900,39465000
2020-08-18,105633600,2097700,7880800,30970500,106920000,45850100,7284800,7981500,28378000,3067900,13246500,3021700,18690400,6450000,21336200,503448000,21102600,5362500,6519900,13014000,4557400,21488500,1563200,1058400,5711500,1489400,6714600,2606900,1891103,4322600,9829000,4764800,35055000,2638600,10846398,8670700,29013606,2520000,2606600,80232600
2020-08-19,145538000,2439200,4870100,37507400,83702000,59856000,7080700,9120300,30472000,2458500,13533000,3421000,23291500,5957600,27627600,622624000,16751500,6865300,9467600,14473100,7672000,25601500,1849500,832000,4526200,1730100,7624200,2623100,2122571,7816300,17371000,5481600,31562000,3682200,15690055,6827700,32808588,2066700,2691600,38155200
2020-08-20,126907200,2485000,4702200,42948900,66650000,49403700,5175100,7872300,26382000,1764200,13672600,2966000,20299700,5186300,26981500,921388000,10974800,6773000,8849200,15678500,6798000,23213400,2279700,1128200,3943200,1717500,4918100,2715200,1618965,4874700,11308700,3631200,51325000,2263000,21957455,4352200,30355348,2245600,2296700,26810700
2020-08-21,338054800,2645600,7366500,48280300,71518000,55010700,5727800,9003600,34838000,1780900,12228300,2680900,15538600,6408500,36249300,999868000,9552000,6092500,9998300,25517700,5269000,16945900,2524600,1933600,5034200,2372600,6064700,3911100,2537050,6722800,14734100,5685600,39213000,4295600,25467170,5706600,32945886,2488500,4420700,24864000
2020-08-24,345937600,1840500,5511100,38036100,93326000,54579500,5699000,8738700,25638000,3097400,17898300,2753900,23685600,7728500,25460100,490564000,7892100,5404100,6159600,18208900,4103600,39317100,2921700,1362400,5357400,1461500,7613600,2679100,2111342,5387900,9257700,3548800,47622000,3177800,25011947,7420500,34932813,2922200,4084000,19813800
2020-08-25,211495600,3967400,4134200,49234400,79856000,57304700,27096500,6835800,25150000,2627600,13648900,2862700,42127200,8425500,23043700,289076000,7427000,5108200,5828300,31285600,6710000,31318500,2467500,997200,4160600,1176200,5494400,2769200,7486816,3863500,7827800,4051600,57277000,2597400,26221201,4718300,27839880,1879300,2931500,21722400
2020-08-26,163022400,7780300,3738700,47157300,130174000,39478000,63253400,7486500,52188000,2563200,12052400,3512000,69015200,5920800,39600800,321244000,11597600,6072200,7035200,26795000,5682800,16189800,2379900,1770600,6753300,1757000,8447800,3367900,3507033,8008300,10124200,5238800,203737000,6019700,24083689,4746200,36860557,3178900,2761700,18814800
2020-08-27,155552400,3631800,4973400,42194200,85296000,52934800,22817100,7438200,31350000,3692400,22163900,3811700,30301300,8910100,57602200,317604000,15834700,6051900,8619600,32034300,5271500,29548100,3010300,2350400,6231600,2220700,13667600,2932800,4331033,5575400,10931600,4555600,90629000,4159300,22156556,6156100,39206950,2321000,2913400,119018700
2020-08-28,187630000,1926300,6036400,40723300,57940000,46466400,28068000,7307900,22418000,3697400,13756700,3544700,17157400,8743800,26292900,537160000,8613800,4580300,7349800,33477100,4938300,20383900,3698700,3243000,5058100,1487300,11020100,3190500,13163563,5395700,16420300,4618400,44175000,3355400,32830519,4166300,35535366,2883500,2979800,64050900
2020-08-31,225702700,2346700,7539800,90655900,83718000,49416200,16010100,9437500,26422000,3046200,14219400,3948200,17345100,8026600,28774200,500840000,18683500,5628700,9326900,25259600,9932300,16264300,2886500,3389200,6165700,1586900,11617500,3569300,4615108,6362700,18510800,6013600,49414000,3828700,30032465,5596800,54923492,4341600,3960900,45236400
2020-09-01,151948100,2404000,4930500,55825600,68644000,46109200,13293600,8990600,22652000,2457000,11595600,4409600,17295900,5568800,25725500,511316000,10169500,6234600,5642900,22464100,15783600,18977300,2673900,2294000,6267700,1773700,7351200,3194100,4020958,6307700,12588400,5729600,95727000,3421700,36145560,5671800,61591818,2487100,3097000,106798200
2020-09-02,200119000,2783400,6534000,50366900,78630000,57300900,12963800,10821900,49522000,3565200,14475700,4127200,24341400,7547100,34080800,874012000,14342800,7219500,9863800,26413400,9139200,16552100,4515500,3097400,7441600,2434900,8187800,3626200,4159859,6881900,26332600,9754400,58869000,4918200,29068688,8384800,46510531,2846500,3778000,51666000
2020-09-03,257599600,5837600,7003900,87462700,163222000,86192500,14000600,16179900,63726000,3533500,23281200,6297400,32294100,11029600,58400300,945128000,15387400,16006900,11310200,28817200,8921900,27799400,4479100,2080800,8733400,3630400,12079200,3134800,3568845,8672800,22289400,7855200,90711000,6642400,35956788,7277900,58690669,3872500,4759900,48015000
2020-09-04,332607200,3900300,5783000,82267800,175636000,99621400,14374300,10516600,55850000,3668900,26325500,6571200,30333700,9413000,59664100,1463684000,14697200,17034100,13243600,24632500,9444800,18867300,5129400,1770300,8285300,2557000,11248300,2820200,3365299,7200100,21019500,7247600,82701000,4836400,26872257,7437700,59361805,2901000,3601300,33982200
2020-09-08,231366600,4533100,7124700,54955700,121884000,74978600,15229600,14942500,54032000,4574700,22108600,4425700,24864000,10946600,52924300,795728000,16472800,9282400,14186900,38496400,8563900,22622700,4775200,2488500,9338600,2144300,17257300,3252000,2829420,8756800,17776700,7158000,55727000,4901500,26736818,6847500,61477424,2594500,3176400,33966900
2020-09-09,176940500,3312100,7432400,54163900,103774000,53822700,9988600,9269800,39242000,4681400,13434000,3344900,22918800,8808100,45679000,736200000,13993200,8542000,7532600,25886100,5373500,21951400,5345100,2653100,6440000,2100900,8891800,4411100,2840245,6960700,15252300,4781600,68481000,4282300,27490533,6002900,39217145,2195600,2317600,33669000
2020-09-10,182274400,4248100,7754900,51499400,106614000,56609600,5945000,11845900,33024000,2510300,15922800,2845900,24814700,8609100,35461500,698684000,20500900,6580700,7243000,34381200,10403600,14532600,4387000,1867200,8582800,1959600,9853400,3591200,2847732,6191800,15439500,4362800,62402000,6050500,21650741,5242500,62779578,2421200,2450900,33709200
2020-09-11,180860300,4414200,8491800,54763000,101880000,47708300,5455200,13732400,30706000,2376400,13784300,2920400,18913900,8969700,33620100,636928000,40220600,8110400,7439000,26838600,8385800,14722400,3237100,1411000,6769100,1599600,7165300,3196800,2141388,3934700,18272300,3932800,50352000,3411900,24109301,4398000,39282550,3085900,2466800,28879800
2020-09-14,140150100,4463800,6254800,47448700,90592000,47802400,4255200,8182800,42660000,2756900,19017400,3416100,24093800,8812200,30375800,1201744000,50107400,7053100,11730500,26129900,5212300,17228400,2569300,1589500,5436000,1522300,8391900,3438100,2158890,4375800,10911700,3916400,73591000,2779000,29565543,4767400,38028987,1795500,3617900,45733800
2020-09-15,184642000,5682400,6438600,57874400,80430000,63820200,4133600,11732000,23042000,3717600,23683000,2396400,18478500,7660100,21823900,727556000,30385600,7763400,6328600,23724200,3851300,14881700,4092400,1685500,8333400,1362500,7289100,2582500,1872791,3658800,12838400,10827600,53370000,4080800,22003726,4046500,34307091,1468300,3238500,30427800
2020-09-16,154679000,8462600,10798100,38393500,90244000,64598600,5441200,13019000,22128000,3571400,19270600,3049000,29183400,8699700,26328100,556384000,21223300,8170100,6135000,30890900,6304400,21851400,3302000,1512500,9240700,1656500,6601000,2904600,3188763,4323000,15353900,19501600,43949000,3353500,22208412,6049900,40870556,3438200,5736800,27860400
2020-09-17,178011000,4560800,11420800,55619100,128982000,48862000,5279500,10515100,40008000,4274800,18290100,3713000,31281400,7533700,34011300,792512000,22831200,11840100,7474900,24696200,5604700,19717800,4487000,1823400,13147700,2681500,6723500,3355800,2692441,5461400,13287100,9385600,53793000,5186400,17894390,4648500,41904600,2394100,3002200,37245000
2020-09-18,287104900,7182300,13427100,51082900,177852000,94055800,6595600,14517800,63056000,9066300,20121600,4006000,28130800,10743900,55225300,698460000,49311700,13557200,9084100,46853800,10076300,22057100,5113500,3521100,12409800,3409300,9916300,5035900,4965244,12174000,23816600,14386000,67177000,8473000,31694623,10192800,60721023,3795400,7274000,54709200
2020-09-21,195713800,3913700,11872500,61312000,122358000,75218600,5561600,16199100,56908000,4871300,28378800,4466000,24709400,12909900,39839700,721044000,32560400,13765600,9656000,35351800,7328300,23125300,4278200,1995000,11316000,2427400,10352700,3001600,4511615,7574500,17514800,7558800,54575000,4402700,26608968,7092600,60207576,4124700,3894400,47275500
2020-09-22,183055400,2629100,10055000,56044700,138976000,68665300,3600800,9155000,33950000,3355800,19257000,3375300,30293100,11164400,33517100,646452000,13306000,8939300,7543100,27303200,5306100,17768900,2579500,1775200,7963000,2128100,6978800,2703700,2530170,5295900,13034600,7192800,34823000,3951000,22727297,4722800,37268482,3163600,3051900,33102000
2020-09-23,150718700,2671300,6986700,42327500,113054000,59950300,7507900,16649200,37726000,3116100,19952700,2893900,19641300,8248100,30803800,647012000,15513500,6782400,6310600,31251400,6253000,18247500,2420100,1395700,7714500,3577100,8323600,2322700,2536847,8784400,17121200,5855200,37264000,5909900,23102521,6373700,57973723,3709900,3842400,23133300
2020-09-24,167743300,2838800,5686900,57540900,110588000,53570700,4166800,15203500,34552000,5114600,18366500,3706300,20006800,9832700,31202500,731240000,9560500,7374500,9865300,26796000,9980800,27098100,2138800,1695600,7084000,5779300,8480000,2582300,2264406,5614800,16788100,7478400,37272000,4316600,20859925,5708200,43760980,2869100,2975100,29453100
2020-09-25,149981400,2541100,4886900,48206200,92304000,42111300,5117800,11070500,30326000,3106000,13293100,3077500,18351300,9816000,29437300,588016000,9371900,7606500,5496100,23486000,9935600,29123000,1848900,1781200,5240900,7338500,6851800,3854600,2624154,5531200,12603400,5456800,37694000,4576000,14365598,4969900,47569731,2455800,4399300,22618800
2020-09-28,137672400,2844800,7610400,48005500,84484000,47996900,4088300,12863800,30784000,3280100,20894100,3122500,18826300,9466200,32004900,573808000,9356300,7590600,5565300,23396500,6306900,38868200,2212700,1047000,8958400,3459200,6283700,2424600,2541906,5843200,11215700,6918400,47735000,7487500,15044269,5810800,40415232,2575700,4338400,21197100
2020-09-29,99382200,2030400,4282100,61568900,69916000,45695200,3983700,10553000,31816000,2400000,12848200,2679500,20200200,11355600,24221900,621460000,6340600,6732600,5513500,20770500,5508900,19874700,1605600,1026400,6662600,2526000,7405800,2126100,2194602,6768600,12426600,7094000,35415000,4330500,13512491,4492100,33695138,1797800,3113700,27702900
2020-09-30,142675200,3508200,5338400,51533700,97922000,56226100,8188500,10466500,40924000,3075800,16400600,3285200,20142500,15047300,33829100,689184000,11001500,7939600,9157600,22223700,8209300,38436700,3642800,1534400,8111700,2525800,13642500,18804900,2917031,8487700,15755900,23238400,46341000,7060700,22629275,8727800,51752777,3497300,5426700,34826400
2020-10-01,116120400,2264600,5155400,52177100,99438000,44782200,4318000,14930700,32884000,2288700,15778700,2503600,20009800,25275400,27158400,525004000,7357700,7268900,7234600,36890200,8777300,30677100,2157400,1591600,7929600,2053000,8908300,6249600,2437401,6457800,17577300,10018400,81537000,6483900,22520396,5713400,37920022,2731200,4934100,43290900
2020-10-02,144712000,2780900,4558100,52855100,112262000,51682100,4494500,9854800,31222000,2541200,15149600,2184600,16367600,12681800,33154800,552496000,7329800,6546400,6019700,32694300,5554300,31773800,3220500,1356200,7069100,2125000,6490200,5925200,2367191,5485600,13610100,8306000,60712000,5130200,21461759,6077900,37996284,2338000,4482700,24585000
2020-10-05,106243800,1984100,5326100,47056500,75506000,44396800,3403500,12049800,21602000,2551600,13871900,2081600,12822300,19140100,21331600,479820000,6899200,5024100,6090500,22965200,5984200,19082100,2597700,1466400,5652500,2093500,5919200,3038400,1770411,4992800,10628700,6599200,40881000,4519800,19400029,6333900,44305806,1638600,2739000,14259000
2020-10-06,161498200,2041500,8161300,52725400,101738000,67541100,4448100,15294500,26096000,2833100,19220400,2553400,18696900,22980200,28554300,784420000,9743600,5921800,5841100,26731800,8743800,47132500,2559800,1259000,6645600,2760400,9052000,2993500,2373160,5118200,10077400,7288400,41990000,5031000,25233392,6042900,51851282,2434400,3671400,21475500
2020-10-07,96849000,2025800,4976700,43045700,86188000,47648000,4963200,15410300,36108000,2326600,16358500,3068200,23133400,12019100,25681100,418084000,8690900,4228700,6713400,23779300,5899700,26019100,2334200,1027900,6633200,1959100,10187800,2480000,2053879,5603100,10135600,10130400,79887000,4347300,22160034,4640900,54847362,2596600,3847000,16949100
2020-10-08,83477200,1590700,5610700,54240700,63482000,52080600,4150400,11590900,26076000,2330600,15659000,1991800,16312800,23836600,19925800,378900000,7202800,5582600,3955600,34413700,5535100,20598600,1842900,1138000,6758800,1793100,7404600,3253300,2000969,4413500,12143900,5694400,53865000,2977400,17857395,4569800,42511786,2056700,2797500,14676900
2020-10-09,100506900,1853800,8058000,80354400,98158000,44511500,4225000,12260900,32966000,3040900,13689100,3116500,14107800,11381800,26458000,346892000,7355700,7082400,5562900,29228600,6005800,17406000,4084200,1263700,6382000,1730700,11502200,3686800,2667655,5054100,11407800,6472000,47813000,3194000,23667465,6551700,43291755,2028900,2861100,14494800
2020-10-12,240226800,3149700,7711600,47669700,167284000,48362900,4317000,9056900,55344000,3474200,16058000,2942900,31019300,17615000,40461400,434744000,8275000,10603200,6622700,17912800,7314900,12176600,4279800,1446300,7214600,2806900,10958200,3131600,3435913,7273200,11386500,5816400,53911000,6167200,19413837,5791500,67800584,2424200,2274000,18402300
2020-10-13,262330500,2438100,7574000,42764100,114894000,61186900,3713200,10440300,39072000,3317300,21697300,2523800,18063300,17448000,28950800,344604000,8896300,8145300,5621700,20995100,7851700,15182600,3319000,1142500,8121000,1823300,22389000,2544400,2342305,11057600,14365300,8596800,56025000,4293200,21543233,4509400,71511756,2713500,3018000,23800200
2020-10-14,150712000,2032900,6996200,40403000,116254000,127409500,5129500,7057500,33174000,7550100,15204100,2234300,15577800,20330100,23421700,276100000,6651100,8588100,5320000,17743000,5863900,10505500,4087100,905100,9817400,1904400,11531500,2420700,2412413,7706400,10582100,5501200,94990000,3641000,22120298,3860700,64131912,4455400,3156900,19710900
2020-10-15,112559200,2042800,3554600,33696400,104468000,66832400,5256800,10052100,31210000,4325700,17171200,3727300,15416100,21059700,22733100,267224000,6251600,7626700,8885500,23251600,6190900,13226800,2958500,936200,8633700,1697800,7744000,2170600,2465019,5978600,9961700,5739200,51131000,3306800,16089205,4997100,42483188,3172200,3059700,13692600
